Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
optical_platiform_base_link,-8.3267E-16,2.2204E-16,-0.17855,0,0,0,188.46,25.957,4.4314E-13,-9.7919E-18,9.5008,5.0185E-16,33.607,0,0,0,0,0,0,package://optical_platiform_description/meshes/optical_platiform_base_link.STL,0.75294,0.75294,0.75294,1,0,0,0,0,0,0,package://optical_platiform_description/meshes/optical_platiform_base_link.STL,,900×1500×100+支架120(3).STEP-1,坐标系1,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
