Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
sensers_fixture,4.18735556545285E-09,0.0324554574961351,-6.82594278236109E-08,0,0,0,0.0954684915143987,9.30657043025666E-05,-1.02571703263879E-11,-8.93160989274152E-13,3.45675447178869E-05,1.63617281151604E-10,9.81368067608651E-05,0,0,0,0,0,0,package://sensers_fixture_description/meshes/sensers_fixture.STL,1,1,1,1,0,0,0,0,0,0,package://sensers_fixture_description/meshes/sensers_fixture.STL,,,坐标系1,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
